0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-1.12,-0.88,0.37,0.37,-1.5,0,1,-0.5,-0.75,-3.25,-0.88,0,2,-2.75,-0.63,6.88,-5,-1.63,-3.13,-2.63,0.88,-0.37,0.37,0.5,1.75,1.88,0.88,1.63,4.25,1.12,3.13,-6.38,-9.38,14.13,9,-0.63,1.081828623
-1.12,-0.88,0.37,0.25,-1.5,0,1.12,-0.5,-0.5,-3.25,-0.88,0,2.38,-3,-1.12,0.75,-5.38,-1.63,-3.25,-2.63,0.75,-0.37,0.5,0.5,1.75,1.12,1,2,4,1,3.13,-5.13,-15.13,-2.63,31.87,-0.5,1.053514036
-1.12,-0.88,0.37,0.37,-1.5,0.12,1.12,-0.37,-0.5,-3.25,-0.75,-0.25,2.13,-2.88,-1,5.75,-5.38,-1.63,-3.25,-2.38,0.75,-0.63,0.37,0.75,1.63,1.12,1.12,1.75,4,1,3.25,-0.37,-15.25,-2.63,7,-5.5,1.027421304
-1.12,-0.75,0.25,0.25,-1.5,0.25,1,-0.37,-0.63,-3.25,-1.12,0,2.5,-2.5,-1,0.25,-5.25,-1.63,-3.38,-2,0.5,-1,1.12,0.75,1.5,2,0.63,1.5,4.63,1.12,3.25,-18.5,-8.88,28.12,5.38,-10.5,1.005583381
-1.12,-0.75,0.25,0.37,-1.63,0,1,-0.37,-0.5,-3.13,-1.25,0,0.75,-2.63,-1.12,0.5,-5.13,-1.75,-3.38,-2.13,0.37,-0.88,1.12,0.63,1.88,2,0.75,1.37,4.63,1.12,3.13,-24.75,-3.88,35.88,-5.5,-10.25,0.988590705
-1.12,-0.75,0.25,0.25,-1.25,0,1.12,-0.25,-0.63,-3.25,-1.12,0,0.63,-2.5,-1.12,5.75,-5,-1.88,-2.88,-2.25,0.25,-0.5,1,0.37,2.13,1.75,0.37,1.5,4.63,1,3.25,-9.63,7.38,6.5,-0.5,-9.88,0.975537893
-1,-0.88,0.12,0.37,-1.25,0,1.12,-0.37,-0.75,-3.38,-1.12,-0.12,1.75,-2.5,-1.37,-0.25,-5.13,-1.75,-2.63,-2.38,-0.12,-0.37,1,0.5,2.13,1.75,0.25,1.88,4.63,1,3.38,-5.63,27.12,0,-9.5,-0.25,0.963871801
-1.12,-0.88,0.25,0.37,-1.5,-0.12,1.12,-0.37,-0.63,-3.25,-1.12,-0.12,1.88,-2.88,-1.25,0.25,-5.25,-1.75,-2.75,-2.5,0.12,-0.12,0.63,0.5,2,1.25,0,1.75,4.5,1.12,3.38,0.5,7,-0.75,-9.63,0.5,0.949949392
-1.12,-0.88,0.25,0.5,-1.37,0.12,1,-0.5,-0.75,-3.25,-1.25,-0.25,3.13,-3,-1.12,0.25,-5.25,-1.25,-3.13,-2.88,0.25,-0.37,0.88,1,1.75,1.12,0.25,1.75,4.75,1.25,3.25,22.25,5.88,-15.88,-9.75,3.75,0.930221252
-1.12,-0.88,0.25,0.37,-1.5,0.12,1.12,-0.63,-0.5,-3.25,-1.12,0.12,2.5,-3.13,-1.25,0.37,-5.25,-1.37,-3.25,-2.88,0.37,-0.37,0.75,1.12,1.37,0.88,0.5,1.88,4.5,1.5,3.25,25.37,0,-14.63,-0.75,-25,0.902309758
-1.12,-0.88,0.25,0.37,-1.37,0.25,1,-0.63,-0.63,-3.25,-1.25,0.25,4.25,-2.88,-1.12,0.5,-5.13,-1.37,-3.38,-2.5,0.5,-0.5,1,1.12,1.12,1,0.63,1.75,4.5,1.37,3.25,2.25,-5.13,-15.13,3.25,-9.25,0.866685756
-1.12,-0.88,0.25,0.25,-1.25,0.12,0.75,-0.5,-0.5,-3.25,-1.37,0.37,3.5,-2.63,-1,0.37,-4.75,-1.37,-3.5,-2.5,0.37,-0.5,1.37,0.75,1,1.25,0.63,1.75,5,1.25,3,3.63,0.25,-15,-18.75,-13.38,0.826320349
-1.12,-0.88,0.25,0.5,-1.12,0.12,1,-0.37,-0.63,-3.38,-1.25,0.25,2.38,-2.75,-1.12,-1,-4.88,-1.5,-3.5,-2.5,0.25,-0.5,1.25,0.37,1.63,1.37,0.63,1.88,5.13,1.25,2.88,0.12,-9.38,-4.13,-26.5,-4.75,0.785140338
-1.12,-0.88,0.25,0.5,-1.37,-0.12,1.12,-0.37,-0.63,-3.13,-1.12,-0.12,1.37,-2.75,-1.25,-9.25,-4.88,-1.88,-3.13,-2.5,0.37,0,1.12,0.12,1.75,1.5,0.37,2.38,4.88,0.88,3.25,-10.75,-9.75,-23.62,-20.12,27.12,0.746610241
-1.12,-0.88,0.25,0.5,-1.5,-0.12,1.12,-0.37,-0.75,-3.13,-1.12,0.12,2,-2.75,-1.12,-5.13,-5.13,-1.88,-3.13,-2.5,0.25,0,1.12,-0.12,1.75,1.37,0.5,2.25,4.75,0.75,3.13,-9.63,0.37,-36,-9.13,21.87,0.713385713
-1.12,-0.88,0.25,0.25,-1.5,0,1.12,-0.37,-0.37,-3.25,-1,0,2.38,-2.75,-1,-8.75,-5.38,-1.75,-3.13,-2.5,0.75,0,0.75,0.37,1.75,1.25,0.75,2.13,4.25,1,3.13,-10,-1.5,-13.63,7.5,6.25,0.687196163
-1.12,-0.88,0.37,0.37,-1.5,0,1,-0.37,-0.37,-3.25,-0.63,-0.25,2.13,-2.88,-0.88,6.25,-5.25,-1.63,-3,-2.75,0.88,-0.25,0.37,0.88,1.63,1.25,1,1.88,4.25,1.25,3.13,-9.75,-15.63,-3.63,26.25,3.63,0.669295296
-1.12,-0.88,0.25,0.25,-1.5,0,1,-0.5,-0.5,-3.25,-0.88,0,2.38,-2.88,-1,6,-5.13,-1.63,-3.25,-2.5,0.63,-0.63,0.63,0.63,1.5,1.12,1.12,1.5,4,1.12,3.13,-3.5,-20,1.12,1.25,-0.12,0.660827779
-1.12,-0.75,0.25,0.25,-1.5,0.12,1,-0.12,-0.5,-3.38,-1.37,0,2.38,-2.5,-1.12,1,-5.13,-1.75,-3.25,-2,0.63,-0.88,1,0.75,1.5,1.88,1,1.63,4.63,1.12,3.13,-7.38,-10,11.38,4.38,-10,0.662370591
-1.12,-0.88,0.25,0.25,-1.5,0.12,1,-0.37,-0.63,-3.38,-1.37,0,1.63,-2.63,-1.25,5.25,-5.13,-1.5,-3.25,-2.13,0.5,-0.88,0.88,0.63,1.88,1.88,0.63,1.37,4.75,1,3.25,-21.37,-4.88,7.38,-6.25,-9.75,0.674036832
-1.12,-0.88,0.12,0.37,-1.37,0,1.25,-0.5,-0.63,-3.25,-1.12,-0.12,0,-2.75,-1.37,4.88,-5.13,-1.63,-2.63,-2.38,0,-0.75,0.88,0.5,2.5,1.75,0.37,1.37,4.63,1.12,3.25,-9.63,8.25,6.75,-0.5,-9.75,0.694521172
-1.12,-0.88,0,0.12,-1.37,0,1.12,-0.5,-0.63,-3.38,-1.12,-0.12,2.13,-2.63,-1.5,-0.12,-5.13,-1.75,-2.88,-2.25,-0.25,-0.37,0.88,0.75,2.13,1.37,0.25,1.88,4.63,1,3.38,-3.5,26.5,4,0.37,-4.5,0.721459272
