0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-3.88,-3.25,-1.12,-1.63,-1.25,-0.12,-0.88,-1.37,1,-0.37,-1,-0.12,1.63,-0.75,0.75,6.63,-1.88,0.75,-0.25,-0.12,2.75,2.25,-0.12,0.25,0.37,-0.5,0.37,0.63,-0.75,-0.5,-0.88,0.12,-15.75,-3.13,16,-0.88,1.088196607
-4,-3.38,-1.12,-1.63,-1.25,0,-0.88,-1.25,1.12,-0.5,-1.12,-0.12,1.12,-0.63,0.75,2.13,-1.88,0.63,-0.25,-0.12,2.88,1.88,-0.25,0,0.5,-0.5,0.25,0.37,-0.5,-0.63,-0.88,0.5,-9.5,13.38,7.25,-0.88,1.064846545
-4,-3.25,-1.12,-1.63,-1.25,0,-0.88,-1.25,1,-0.5,-0.88,0,1.25,-0.25,0.88,9.75,-1.75,0.75,-0.25,0.25,2.75,1.88,0,0.12,0.37,0.25,0.12,0.37,-0.25,-0.37,-0.75,-27.5,-9.63,38.13,3.75,-10.75,1.043801664
-4,-3.25,-1.25,-1.63,-1.25,0,-1,-1.25,1.12,-0.75,-1.63,0,1.5,-0.37,0.88,2.13,-1.5,0.5,-0.37,0.37,2.5,1.5,0.37,0,0.25,-0.12,0,0,-0.25,-0.5,-0.88,-19.75,-4.75,10.63,-5.75,-9.5,1.027096139
-3.88,-3.25,-1.12,-1.63,-1.12,0,-1,-1.37,1,-0.63,-1.5,0.12,-0.37,-0.37,0.63,5,-1.5,0.63,-0.25,0.5,1.88,1.25,0.63,0,0.75,0,-0.25,0.37,-0.37,-0.5,-0.75,-4.5,8.25,8.13,0,-9.5,1.015169267
-3.88,-3.25,-1.25,-1.5,-1.12,0,-0.88,-1.12,0.88,-0.63,-1.37,0,0.75,-0.37,0.37,4.88,-1.25,0.63,0,0.37,2,1.37,0.37,-0.12,1,-0.12,-0.25,0.75,-0.12,-0.63,-0.75,-9.88,31.75,4.63,-10.13,-4.88,1.006457766
-3.88,-3.25,-1.25,-1.75,-1.25,0,-0.63,-1.25,0.88,-0.63,-1.5,0,0.88,-0.63,0.25,0,-1.37,0.5,0.25,0.12,1.5,2,0.25,-0.25,1.12,-0.63,-0.63,0.63,-0.25,-0.63,-0.63,1.5,11.25,-10.5,-10,9.75,0.99836139
-3.88,-3.38,-1.25,-1.63,-1.25,-0.12,-0.88,-1.37,0.63,-0.37,-1.63,0,1.25,-0.75,0.37,0.5,-1.63,0.75,0.12,-0.12,2,2,0.63,0,0.63,-0.75,-0.25,0.75,-0.25,-0.37,-0.63,12.88,3.75,-14.88,-4.13,-19.62,0.986885356
-4,-3.38,-1.12,-1.63,-1.12,0.12,-0.75,-1.5,0.75,-0.37,-1.63,0,1.63,-1,0.63,0.37,-1.63,1,-0.12,-0.25,2.13,1.88,0.5,0.37,0.63,-1,-0.12,0.75,-0.25,-0.12,-0.75,7.38,-6,-13.5,-5.13,-16.37,0.968236582
-4,-3.38,-1.12,-1.63,-1.25,0,-0.75,-1.37,0.88,-0.5,-1.63,0,3.63,-0.88,0.63,0.37,-1.63,1.12,-0.25,-0.5,2.25,1.75,0.37,0.37,0.12,-0.63,0,0.5,-0.12,-0.37,-1,6.5,-10.75,0.75,-6.38,-9.75,0.940286495
