0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-1.25,-0.5,0,-0.88,-0.5,0.37,0.75,1.5,0.63,0.37,1.12,0.5,0.88,-5,-3.75,1.12,5.75,-5.38,-0.75,0,0.25,-0.37,-1.12,0,0.12,-0.12,-0.37,-1.63,0.37,0.12,0.5,-1.75,-0.37,1.12,-2,-0.75,1.085093389
-1.37,-0.75,0.37,-0.12,-0.88,0.25,0.88,0.75,1,0.75,1.12,0.37,0.88,-5.38,-21.12,-2.88,27.12,5.75,-0.75,-0.12,0.37,-0.37,-1.12,0.12,0.25,0,-0.37,-2,-0.12,0.12,0.75,-1.63,-0.25,-3.75,-2,-0.75,1.065562953
-1.25,-0.75,0.12,-0.37,-0.63,0.37,0.88,1,0.75,0.63,0.75,0.5,0.88,-5.13,-15.5,-4.75,5.63,-5.13,-0.75,0,0.37,-0.37,-1,0.12,0.12,-0.25,-0.37,-1.88,0.25,0.12,0.88,-1.75,-0.12,7.38,-1.88,-0.63,1.04973266
-1.25,-0.75,0,-0.37,-0.63,0.25,0.75,1.25,0.75,0.37,1.37,0.5,1.12,-7.38,-15.13,31.75,6.25,-10.63,-0.75,0,0.25,-0.63,-1,0,0.12,0.12,-0.5,-2,-0.25,0.12,0.88,-1.5,-0.5,5.5,-1.75,-0.5,1.038710372
-1.37,-0.12,0,-0.63,-0.25,0.63,0.75,1.5,0.37,0.12,1.5,0.5,0.88,-25.25,-3.88,27.25,-0.75,-0.12,-0.88,0,0.25,-0.5,-1.12,0,0.12,0,-0.37,-2,-0.25,0.25,0.88,-1.75,-0.63,1.5,-1.63,-0.63,1.032645379
-1.5,-0.12,-0.25,-0.88,-0.12,0.37,1.12,1.37,0,0.37,1.5,0.37,1,-10.13,2.75,15.63,-9.63,-10.5,-0.75,0,0.25,-0.37,-1,0,0.25,0.12,-0.5,-2,-0.25,0.25,-1.5,-1.5,-0.63,3.63,-1.75,-0.75,1.029746594
-1,-0.25,-0.5,-0.63,0,0.37,1.5,1.37,-0.12,0.63,1.37,0.5,1.12,-4.25,26.5,4.25,-15,-4.63,-0.75,-0.12,0,-0.5,-1,-0.12,0,0.12,-0.75,-1.88,-0.12,0.12,0.37,-1.37,-0.63,-0.12,-1.63,-0.75,1.026615348
-0.88,-0.63,-0.75,-0.25,0.25,-0.12,1.25,0.63,-0.25,0.5,1.5,0.5,1.12,1,5.38,-9.88,0.37,0.75,-0.75,-0.12,0.12,-0.5,-1,-0.12,0.37,0,-0.75,-1.88,-0.25,0.12,0.37,-2,-0.88,0.12,-1.75,-0.63,1.018697096
-0.88,-0.75,-0.88,-0.12,-0.25,0.25,1,0.5,0.12,0.63,1.63,0.88,1.12,27,5.63,-16.25,-4.25,-18.37,-0.75,-0.12,0.25,-0.5,-1,0.37,0.25,-0.12,-0.5,-1.88,-0.25,-0.12,1.75,-1.63,-0.5,-0.12,-1.88,-0.25,1.001745311
-1.25,-1,-0.37,-0.25,0,1,0.88,0.37,0.25,0.75,1.5,0.75,1,11.38,-0.37,-15.25,-5,-15.88,-0.88,0,0.25,-0.5,-0.88,0,0.25,-0.12,-0.5,-2,-0.25,0,3.63,-1.88,-0.25,0,-1.75,-0.37,0.973879231
-1.37,-1,-0.37,-0.25,-0.37,0.5,0.63,0.75,0.37,0.5,1.63,0.88,0.88,5.63,-10,-14.88,-7.5,-15.38,-0.88,0,0.25,-0.5,-0.75,0,0,-0.12,-0.5,-2,-0.63,0.37,1.12,-1.63,-0.5,0.12,-1.37,-0.25,0.936700433
-1.63,-0.75,-0.37,-0.37,0.37,0.12,0,1.25,0.25,0.5,2,0.5,0.88,5,-10.38,-10.63,-21.25,-13.13,-0.75,0,0.25,-0.63,-0.88,0,-0.12,-0.12,-0.5,-1.88,-0.5,0.5,2.75,-1.63,-0.63,-0.25,-1.37,-0.5,0.894144532
-1.37,-0.63,-0.37,-0.37,0.37,0.5,0.75,1.12,0.25,0.88,1.88,0.25,0.88,-10.5,-10.5,-10.63,-14.63,7.63,-0.88,0,0.25,-0.37,-0.88,0,0,0,-0.63,-2,-0.63,0.75,-0.5,-1.5,-0.37,-12.25,-1.5,-0.88,0.850635404
-1.25,-0.37,-0.5,0.37,0.37,0,0.88,1,0.25,1,1.5,0.37,1,-0.12,-4.75,-41.63,-9.5,30.75,-0.75,0,0.12,-0.37,-0.88,-0.12,0.12,0,-0.5,-1.75,0.25,0.63,0.37,-1.5,-0.75,-5.25,-1.5,-1.12,0.809636766
-1.12,-0.63,-0.5,0.25,0.12,-0.12,1,1,0.25,1,1.12,0.25,0.88,-0.12,4.75,-10.63,0.37,6.88,-0.75,0,0.25,-0.37,-1,0,0.12,-0.12,-0.63,-1.88,0,0.5,0.37,-1.63,-0.5,-4,-1.88,-0.88,0.773726334
-1.12,-0.63,-0.37,0.37,-0.37,0.12,0.88,0.88,1,0.88,1.25,0.37,1,-9.88,-17.75,-10,28.5,6.13,-0.75,0,0.25,-0.37,-1.12,-0.25,0.25,0,-0.5,-1.75,-0.12,0.12,1,-1.75,-0.25,-4,-1.88,-0.63,0.744464964
-1.25,-0.63,0.25,-0.12,-0.63,0.12,0.75,0.75,1,0.75,0.88,0.63,1,1,-11.38,-4,6.75,-5.25,-0.75,-0.12,0.37,-0.37,-1,0.12,0.25,-0.12,-0.5,-1.75,0.25,0.12,1.12,-1.75,-0.12,7.13,-1.88,-0.63,0.723008984
-1.25,-0.75,-0.12,0,-0.5,0.37,0.88,1.37,0.63,0.5,1.25,0.63,1,-6,-8.63,27,5,-10.88,-0.75,0,0.37,-0.63,-1.25,0,0,-0.12,-0.25,-1.88,-0.12,0.37,1.12,-1.5,-0.37,9.75,-1.75,-0.63,0.710213288
-1.37,-0.12,-0.25,-0.63,-0.37,0.37,0.75,1.75,0.37,0.12,1.5,0.5,1,-15.25,-4.75,31.25,4.5,-9.75,-0.75,0.12,0.25,-0.63,-1,0,0,0,-0.37,-2,-0.25,0.37,0,-1.25,-0.37,1.63,-1.75,-0.63,0.70592054
-1.37,-0.25,-0.25,-0.75,-0.12,0.37,1.12,1.5,-0.12,0.12,1.5,0.5,1,-19,13.38,7.38,-11.13,0.12,-0.75,0,0.25,-0.37,-1,0,0.12,0.12,-0.63,-2,-0.12,0.37,-0.25,-1.5,-0.75,3.75,-1.75,-0.75,0.708988406
-1,-0.63,-0.5,-0.37,0,0.37,1.63,1.25,0,0.75,1.37,0.5,1.12,-10.25,30.25,-2.13,-15.38,-5.5,-0.75,0,0.12,-0.5,-1.12,-0.12,0.25,0,-0.63,-2,-0.25,0.25,0.63,-1.5,-0.75,-0.37,-1.75,-0.75,0.717637103
-0.88,-0.5,-0.63,-0.25,-0.25,0.12,1.25,1,-0.37,0.5,1.25,0.37,1.25,2.5,6.38,-10.63,-9.75,0.63,-0.75,0,0.12,-0.5,-1,-0.12,0.25,0,-0.63,-1.88,-0.12,0.25,0.5,-1.88,-0.75,0.12,-1.75,-0.5,0.729642801
-1,-0.88,-0.63,-0.12,-0.12,0.25,1.37,0.5,0.37,0.75,1.5,0.75,1.12,12.88,4.5,-15.13,0.5,-8,-0.75,-0.12,0.12,-0.37,-1,-0.12,0.25,-0.25,-0.63,-1.88,-0.25,-0.25,1.75,-1.75,-0.75,0.37,-1.75,-0.25,0.742827725
-1,-1.12,-0.37,-0.25,-0.12,1,0.88,0.37,0.37,0.63,1.37,0.75,1,3.63,-5.38,-15.25,-4.5,-15,-0.75,-0.12,0.25,-0.5,-1.25,0,0.25,-0.25,-0.5,-1.88,-0.12,0,2.38,-1.75,-0.5,0,-1.88,-0.5,0.755871346
-1.37,-0.88,-0.5,-0.75,-0.12,0.88,0.37,0.75,0.37,0.37,1.75,0.63,0.88,5.38,-10,-14.5,-7.38,-19.5,-0.88,0,0.25,-0.75,-0.88,0,0,-0.12,-0.5,-2,-0.5,0.37,2.38,-1.63,-0.5,-0.25,-1.37,-0.12,0.768878325
