0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-5.5,-10,-4.63,-2.88,-4,-1.37,-2.13,-2.5,0,-2.25,1.75,1.63,9.63,-3.38,-1,-3.88,-5.13,-3.63,-1.88,0.37,2.88,0.5,0.5,-0.75,-1.75,-0.63,0.25,1.88,3.38,1.25,0.5,-10,-4.88,-22.37,-9.75,27.5,1.087902665
-5.63,-10,-4.63,-2.88,-4,-1.25,-2.13,-2.5,0,-2.13,1.75,1.63,10.63,-3.25,-1.25,-4.63,-5.25,-3.5,-1.5,0.25,3,1.12,0.37,-0.75,-1.63,-0.63,0.37,2.13,3.38,1.37,0.37,-10.38,-10.5,-11.63,-18.75,18.5,1.064780269
-5.5,0.88,-4.63,-2.75,-4.13,-1.25,-2,-2.63,-0.12,-2.13,2.13,1.37,11.25,-3.5,-1.37,-3.88,-5.38,-3.5,-1.75,0.25,2.88,0.88,0.25,-0.88,-1.63,-0.63,0.25,1.88,3.38,1.37,0.63,-9.75,0.37,-41.13,-10.13,21.62,1.044257041
-5.63,-9.88,-4.5,-2.88,-4.13,-1.25,-1.88,-2.5,0.12,-2.13,2,1.25,13.38,-3.38,-1.12,-8.88,-5.38,-3.25,-1.63,0.25,3.38,0.63,-0.25,-0.75,-1.63,-0.63,0.5,1.88,3.13,1.37,0.5,-9,-2.25,-9,13.13,7,1.025477305
-5.5,-0.88,-4.5,-2.88,-4,-1.25,-2,-2.63,0.37,-2.38,2,1.12,12.63,-3.38,-0.88,3.13,-5.25,-3.38,-1.75,0.12,3.38,0.75,-0.25,-0.25,-1.75,-0.75,0.88,1.75,2.75,1.75,0.63,-4.5,-10.38,-8.13,15.75,4.25,1.009583645
-5.5,-32.25,-4.5,-2.88,-4.13,-1.25,-1.88,-2.38,0,-2.25,1.75,1.25,12.25,-3,-1.12,0.75,-5.38,-3.25,-1.75,0.75,3.25,0.25,-0.12,-0.5,-1.88,-0.37,0.88,1.37,2.88,1.75,0.5,-6.25,-3.75,11.38,7.13,-10.75,0.996194107
-5.63,-20.12,-4.5,-2.75,-3.88,-1.25,-1.88,-2.38,0.12,-2.25,1.88,1.25,5.88,-3.25,-1.12,3,-5.25,-3.38,-1.88,0.75,3,0,0,-0.63,-1.37,-0.12,0.63,1,3.25,1.63,0.5,-30.37,-5,12.38,-0.12,1.5,0.983802592
-5.5,-10,-4.5,-2.88,-4.13,-1.25,-2,-2.38,0,-2.38,1.88,1.37,8.13,-3,-1.25,-0.12,-5.13,-3.25,-1.25,0.5,2.63,0.37,0.12,-0.37,-1.12,-0.12,0.25,1.25,3.38,1.75,0.63,-14.5,17.87,7.63,-10.38,0.63,0.969442593
-5.38,1.37,-4.38,-2.75,-4.13,-1.25,-1.88,-2.38,0.12,-2.25,1.88,1.25,11.38,-3.13,-1.37,0.37,-5.38,-3.38,-1.37,0.75,2.63,0.63,0,-0.75,-1.5,-0.5,0,1.5,3.38,1.63,0.75,-4.25,25.12,-5.75,-9.88,1.12,0.949433596
-5.5,30.25,-4.5,-2.88,-4.13,-1.12,-1.63,-2.5,0,-2.25,1.75,1.12,12.38,-3.38,-1.25,0.88,-5.38,-3,-1.5,0,2.88,0.5,0,-0.25,-1.5,-0.88,0.12,1.88,3.25,1.88,0.75,12.75,2.75,-16.5,-8.38,-2.88,0.921332729
