0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-1.25,-0.37,0,-0.5,-0.12,0.25,0.5,-0.88,0.12,-1.75,-1,-0.12,2.25,-2.25,-0.37,0.25,-2.13,0,-2.75,-2.88,-0.12,0.25,-0.12,0.5,1.63,1,0.37,1.12,0.63,0.37,0.37,21.87,9.63,-14.5,-9.5,-2.88,1.022789365
-1.25,-0.37,-0.12,-0.37,0,0.25,0.63,-0.63,0,-1.88,-0.88,0.12,0.88,-2.38,-0.25,0,-2.25,-0.12,-2.75,-2.63,-0.12,0.25,0.12,0.5,1.5,0.75,0.37,1.25,0.75,0.5,0.25,12.13,3.63,-15.38,0.63,-17.5,0.981229113
-1.25,-0.37,-0.12,-0.5,0,0.37,0.5,-0.75,0,-1.88,-1,-0.25,1.88,-2.5,0,0.25,-2.25,-0.12,-2.88,-2.75,0,0.12,-0.12,1,1.63,0.75,0.37,1,0.75,0.37,0.25,7.63,-6.13,-15.13,-4.38,-16,0.941600203
-1.25,-0.5,0,-0.5,0,0.37,0.37,-0.75,0.25,-1.88,-1.12,0.25,3.13,-2.13,-0.12,-0.12,-2,-0.37,-3.13,-2.75,0.12,-0.12,-0.25,0.75,1.12,1.12,0.37,0.88,1.25,0.37,0,5.38,-10,-15.38,-6.75,-14.5,0.905479403
-1.37,-0.37,0,-0.5,0.12,0.37,0.37,-0.75,0.12,-1.88,-1,0.25,2,-1.88,-0.12,0,-1.75,-0.25,-3.25,-2.63,0,-0.12,0.5,0.63,0.88,1.37,0.5,0.88,1.5,0.37,0.12,-6.5,-9.88,0.25,-36.88,-9.88,0.873819866
-1.25,-0.37,0,-0.5,0,0.37,0.25,-0.63,0.12,-2,-1.12,0.5,3,-2,-0.12,-0.37,-1.75,-0.25,-3.25,-2.63,0,0.12,0.25,0.5,0.88,1.37,0.37,1,1.25,0.37,0,-9.63,-9.75,-8.13,-17.75,-4.75,0.845890138
-1.37,-0.37,0,-0.37,-0.12,0.12,0.25,-0.63,0.12,-1.88,-1.12,0.37,0.63,-2,-0.12,-6.63,-1.88,-0.63,-3.25,-2.38,0,0.25,0.5,0.25,1.25,1.37,0.37,1.37,1.5,0,0.12,-14.88,-9.63,-23.87,-13.75,27,0.819697167
-1.25,-0.37,-0.12,-0.37,0,0,0.37,-0.5,0,-1.75,-1.12,0.5,0.25,-2.13,-0.12,-10.5,-2,-0.75,-3,-2.63,-0.12,0.63,0.25,-0.12,1.5,1.37,0.25,1.37,1.12,-0.37,0.12,-10.25,0,-36.63,-9.5,16,0.792480519
-1.25,-0.37,-0.12,-0.37,0,0.12,0.37,-0.5,0.12,-1.63,-0.88,0.25,0.88,-2.13,-0.37,-3.5,-2,-0.63,-3,-2.5,-0.12,0.75,0.25,-0.37,1.5,1.25,0.37,1.37,0.5,-0.37,0.12,-9.38,10.38,-10.38,10.25,6.38,0.761982415
-1.25,-0.37,0,-0.5,0,0.12,0.5,-0.63,0,-1.75,-0.5,0.75,0.63,-2.13,-0.12,-5.5,-2.25,-0.63,-3,-2.63,0.5,0.63,-0.12,0,1.5,1.25,0.88,1.25,0.37,0.12,0.12,-10.13,-7.63,-3,27.12,3.38,0.727620632
