0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-1.37,-0.88,-0.37,-1.88,-0.75,-1.5,-1.5,-0.75,-0.37,-0.5,0.25,1.25,1,-0.25,0.63,1.25,0.5,1,-4.38,31.25,9.5,-15.38,-5.25,-0.75,-0.63,0.12,-0.5,-0.88,0.12,0.25,0,-0.5,-2,-0.25,0.25,-0.63,1.061444251
-1.63,-0.63,3.75,-1.88,-0.75,-1.75,-1.12,-0.5,-0.37,-0.37,0.12,1.25,1.12,0,0.5,1.37,0.5,1.12,-8.88,17.25,8.75,-10.63,-9.88,-0.75,-0.63,0.25,-0.63,-0.88,0,0.12,0,-0.5,-1.88,-0.25,0.25,-0.88,1.034243187
-1,-0.63,4.13,-2,-0.5,-1.5,-1,-0.5,-0.75,-0.37,0.25,1.25,1.25,-0.12,0.75,1.5,0.63,1.12,-5.63,10.63,2.13,-0.5,-4.38,-0.75,-0.5,0.12,-0.5,-0.88,-0.25,0.25,0,-0.75,-1.88,-0.37,0.25,0.37,1.010763559
-1.37,-0.75,-0.12,-1.88,-0.75,-1.63,-1.12,-0.75,-0.37,-0.63,0.12,1.12,0.63,-0.37,0.63,1.5,0.63,1,1.25,6.63,-11,-10.63,0.37,-0.75,-0.5,0,-0.5,-0.88,0,0.12,0,-0.75,-1.88,-0.37,0.12,0.75,0.990299961
-1.63,-0.88,-0.25,-2.13,-0.75,-1.5,-1.75,-0.88,-0.25,-0.37,0.5,0.88,0.63,0.12,0.63,1.37,1,1,26.75,9.75,0.75,-4.5,2.88,-0.75,0.25,0.25,-0.5,-0.88,0.12,0.12,-0.25,-0.5,-1.88,-0.63,0,1.88,0.973725982
-1.75,-0.37,0.12,-1.88,-0.37,-1.75,-1.63,-0.37,-0.5,-0.5,0.88,0.75,0.37,0.25,0.63,1.25,0.88,0.88,19.37,-0.37,-15.13,-4.88,-20.5,-0.75,-0.12,0.25,-0.5,-1,0,0.25,-0.37,-0.37,-1.75,-0.5,0,3.38,0.959872306
-1.5,-0.37,0.25,-2.13,-0.37,-2,-1.88,-0.37,-0.37,-0.5,1,0.5,0.63,0.37,0.63,1.63,0.75,0.88,5.38,-0.25,-14.88,-8,-15.13,-0.88,-0.88,0.25,-0.75,-0.75,0,0,-0.25,-0.5,-1.88,-0.63,0.25,2.88,0.946133173
-1.37,-0.37,-0.12,-1.5,-0.25,-2,-1.37,-0.37,-0.5,0.37,0.63,0.25,1,0.37,0.5,1.88,0.63,0.88,5,0.25,-14.63,-37.25,-4.63,-0.75,-0.88,0.25,-0.63,-0.75,0,0,-0.12,-0.5,-1.88,-0.25,0.25,2.13,0.928673771
-1.37,-0.5,-0.37,-1.75,-0.63,-2.25,-1.25,-0.25,-0.5,0.37,0.37,0.37,1,0.12,0.75,1.75,0.5,0.75,-10.38,-9.88,-11.13,-14.5,17.75,-0.75,-0.75,0.25,-0.37,-0.75,-0.25,0,-0.12,-0.5,-1.75,-0.5,0.5,0.12,0.904219941
-1.37,-0.37,-1.5,-1.75,-0.88,-1.88,-1.37,-0.5,0.12,-0.25,0,0.63,1,0.12,1.12,1.63,0.12,0.88,-10.63,0.12,-41.88,-13.88,25,-0.75,-0.75,0.25,-0.12,-0.75,-0.12,0.12,-0.12,-0.5,-1.88,0,0.5,0.88,0.871829951
-1.5,-0.5,-4.5,-1.88,-0.88,-1.88,-1.25,-0.37,0,-0.12,-0.25,0.88,0.88,0.25,0.75,1.12,0.12,0.88,-10,0.88,-10.25,1.88,8.5,-0.75,-0.75,0.37,-0.5,-0.88,-0.12,0.12,-0.12,-0.5,-1.63,-0.12,0.5,1,0.833368923
-1.25,-0.37,-2.63,-2.13,-0.75,-1.75,-1.37,0,-0.12,-0.75,-0.12,0.75,0.88,0.75,0.75,1,0.63,0.88,-5.63,-12.63,-4.63,31.75,9.5,-0.75,-0.5,0.25,-0.37,-1,-0.12,0,-0.12,-0.37,-1.75,0,-0.12,1,0.792397543
-1.5,-0.25,0.88,-2.13,-0.63,-1.75,-1.5,0.12,-0.25,-1,0.37,0.63,1,0.75,0.5,0.75,0.63,0.88,-4.13,-14.63,7.75,3.5,-5.88,-0.88,-1.12,0.25,-0.5,-0.88,-0.12,0.12,-0.12,-0.12,-1.75,0.12,0.12,1.12,0.752677112
-1.25,-0.37,5.13,-2,-0.5,-1.75,-1.5,0.12,-0.63,-0.63,0.37,0.75,1.63,0.63,0.12,1.37,0.63,0.88,-13.38,-19.37,12.25,4.25,-11.38,-0.75,-1,0.37,-0.63,-1,0,0.12,0,-0.37,-1.88,-0.25,0.25,1.63,0.717197805
-1,-0.37,0.5,-1.88,-0.5,-2,-1,0,-0.75,-0.37,0.12,0.63,1.25,0.5,0.12,1.5,0.5,1,-25,-9.75,29.87,-6.5,-10.63,-0.75,-1,0.37,-0.5,-1,-0.12,0,0,-0.37,-2,-0.37,0.12,-0.63,0.688304506
-1.25,-0.5,0.5,-2,-0.75,-2,-0.88,-0.37,-0.75,-0.37,-0.12,1.5,1.12,0,0.37,1.5,0.63,1,-9.5,26.62,7.5,-0.37,-11,-0.75,-0.63,0.25,-0.37,-0.88,-0.12,0.37,0,-0.37,-2,-0.37,0.25,0.63,0.667823813
-1.25,-0.75,4.88,-1.88,-0.75,-1.5,-1.12,-0.75,-0.25,-0.37,0.12,1.12,1,-0.12,0.63,1.37,0.37,1.12,-9.75,16,-6,-8.88,0.5,-0.75,-0.37,0.12,-0.25,-0.88,-0.12,0.12,0,-0.63,-2,-0.25,0.25,1.25,0.656757929
-1.5,-0.75,-0.37,-1.88,-0.75,-1.5,-1.25,-0.75,-0.88,-0.37,0.12,1.25,0.63,-0.12,0.63,1.37,0.63,1.12,6.88,6.63,-16.37,-8.88,-1.5,-0.75,-0.37,0.12,-0.37,-0.88,0,0.12,-0.12,-0.5,-1.75,-0.37,-0.12,1.37,0.655709117
-1.63,-0.63,0.25,-2,-0.37,-1.88,-1.63,-0.75,-0.25,-0.37,0.75,1,0.5,0.25,0.63,1.25,1,1,6.25,3.63,1.12,-4.75,-18.12,-0.88,-0.12,0.25,-0.5,-0.75,-0.25,0.12,-0.12,-0.5,-1.75,-0.37,-0.12,2.25,0.665065369
-1.75,-0.5,0.12,-2.13,-0.25,-1.63,-1.88,-0.37,-0.37,-0.5,0.63,0.37,0.5,0.37,0.63,1.37,0.75,1,6.5,-5.25,-14.5,0,-10.25,-0.75,-0.5,0.25,-0.5,-0.88,0.25,0,-0.25,-0.5,-2,-0.5,0.25,1.63,0.683782857
-1.75,-0.63,0.25,-1.75,-0.37,-2.13,-1.63,-0.25,-0.5,-0.25,0.63,0.25,0.88,0.25,0.63,1.88,0.88,0.88,4.63,-10.13,-14.5,-39.13,-10.13,-0.88,-0.75,0.25,-0.63,-0.63,0,0.12,-0.12,-0.37,-1.88,-0.63,0.37,2,0.709755171
-1.5,-0.75,-0.12,-1.63,-0.37,-2,-1.25,-0.37,-0.63,0,0.5,0.12,0.88,0.25,0.5,1.88,0.5,0.75,-10.63,-9.63,-14.5,-16.5,-3.75,-0.88,-0.88,0.25,-0.5,-0.75,0,0,-0.12,-0.37,-2,-0.5,0.5,1,0.741041824
-1.37,-0.75,-1.25,-1.88,-1,-1.88,-1.25,-0.37,-0.25,-0.12,0,0.88,1,0.12,1.12,1.88,0.37,0.88,-9.88,0.25,-27.62,-4.88,27.75,-0.75,-0.75,0.25,-0.5,-0.63,-0.12,0.12,-0.12,-0.5,-1.63,-0.37,0.37,0.88,0.775448084
-1.63,-0.63,-10,-1.88,-1,-1.75,-1.37,-0.37,0,-0.12,-0.12,0.75,0.88,0.12,1,1.5,0.25,1,0.25,0.37,-26.37,-8.88,5.88,-0.75,-0.75,0.25,-0.37,-0.75,-0.25,0.12,-0.12,-0.5,-1.75,-0.12,0.37,0.63,0.811446161
-1.63,-0.5,-4.88,-2.13,-0.88,-1.88,-1.5,0,0,-0.88,-0.37,0.88,0.88,0.88,0.75,1.12,0.37,0.88,0.63,-8.88,-4.75,22.87,4.75,-0.75,-0.63,0.25,-0.5,-1.12,-0.12,0.12,-0.12,-0.5,-1.88,-0.37,0.25,0.88,0.848572799
