0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-0.25,-0.12,0.5,0.37,0,0.37,1.37,1,-0.37,-2.38,0,0.12,-0.63,-1.5,-0.37,0.12,-2.75,-1.25,-3.25,-2.63,-0.88,-1,0,0.37,1.25,1.75,0.12,0.12,1.37,0.37,1.12,-9.5,-4.38,3.38,-6.13,-10,1.087902665
-0.25,-0.88,0.5,0.25,0,0.37,1.25,0.63,-0.12,-2.13,0,0.12,-0.37,-1.5,-0.37,5.88,-2.63,-1.37,-3.38,-2.5,-0.88,-1.25,-0.12,0.37,1.37,1.88,0.12,0.25,1.37,0.37,1.25,-20.12,21.5,6.88,0.63,-9.63,1.064780269
-0.25,-0.37,0.37,0.37,0,0.63,1.37,0.75,-0.5,-2.25,0,0.25,0.75,-1.63,-0.63,-0.12,-2.88,-1.37,-2.75,-2.75,-1.12,-1,0.12,0.63,1.37,1.5,0,0.5,1.37,0.37,1.25,-3.75,19.87,-6.13,-10,-0.12,1.044257041
-0.25,-0.12,0.5,0.37,0,0.25,1.5,0.75,-0.37,-2.38,0.12,0.12,1.5,-1.5,-0.75,0,-2.88,-1.37,-3,-2.88,-1.12,-0.88,0,0.37,1.25,1.25,0,0.63,1.25,0.63,1.37,2,7.13,-10.63,-9.38,0.5,1.025477305
-0.25,0.12,0.63,0.37,0,0.37,1.25,0.75,-0.37,-2.13,-0.12,0.12,1.12,-1.63,-0.37,0.12,-2.75,-1,-3,-3.13,-1,-0.88,0.25,0.63,1.25,1.12,0.25,0.63,1.37,0.75,1.25,27.25,4.75,-15.13,-0.25,-17.62,1.009583645
-0.25,0.12,0.5,0.37,0,0.25,1.5,0.5,-0.37,-2.13,-0.25,0,2.5,-1.75,-0.37,0,-2.88,-0.88,-3.13,-3.13,-0.75,-1,0,0.88,1.12,0.75,0.37,0.63,1.25,0.88,1.25,15.13,-0.63,-15.5,-4,-16.12,0.996194107
-0.25,0,0.5,0.37,0,0.5,1.37,0.5,-0.37,-2.13,-0.12,0,3.88,-2.13,-0.37,0.25,-2.88,-0.88,-3.38,-3.13,-0.75,-0.88,-0.12,1,0.63,1.37,0.37,0.63,1.75,0.63,1.12,6.38,-10.5,0.37,-7.75,-3.63,0.983802592
-0.37,-0.63,0.5,0.37,0.12,0.5,1.25,0.63,-0.25,-2.25,-0.12,0.37,2,-1.75,-0.63,0,-2.38,-1.12,-3.38,-3,-0.75,-1,0.88,0.37,0.5,1.37,0.37,0.5,1.88,0.5,1.12,3.88,-9.13,-8.88,-23,-5.38,0.969442593
-0.25,-0.37,0.5,0.37,0,0.5,1.12,0.63,-0.37,-2.25,-0.12,0.37,2.38,-1.63,-0.25,0.25,-2.38,-1.12,-3.5,-2.88,-0.75,-1,0.37,0.75,0.5,1.37,0.37,0.75,1.63,0.63,1,-10.75,-10.63,-9.88,-15.75,8,0.949433596
-0.25,-0.37,0.5,0.37,-0.12,0.37,1,0.75,-0.37,-2.25,-0.25,0.63,0.88,-1.5,-0.25,-1.63,-2.5,-1.37,-3.38,-2.5,-0.75,-0.63,0.25,0.25,1.12,1.5,0.25,1.12,1.75,0.37,1.12,-9.63,0.37,-43.25,-8.88,36.75,0.921332729
-0.25,-0.37,0.5,0.37,0,0.25,1.25,0.5,-0.37,-2,0,0.12,0.88,-1.75,-0.75,-5.13,-2.5,-1.37,-3.25,-3,-0.88,-0.37,0.25,0.12,1,1.5,0.25,1.25,1.5,0,1.12,-10,1.37,-22.12,-4,6.88,0.885316962
-0.25,-0.25,0.5,0.37,0,0.12,1.25,0.63,-0.37,-2.13,-0.12,0.63,1.12,-1.88,-0.37,-4.63,-2.75,-1.37,-3.13,-3,-0.63,-0.63,-0.37,0,1,1.25,0.75,0.75,1.12,0.25,1.37,-10,-11.38,-13.5,27.25,9.38,0.844200788
-0.25,-0.37,0.75,0.5,-0.12,0.25,1.37,0.63,-0.25,-2.25,-0.12,0.12,1.75,-1.5,-0.12,-4.5,-3.13,-1.25,-3.13,-3,-0.5,-0.75,-0.25,0.25,0.88,1.25,0.75,0.75,0.88,0.5,1.25,1,-9.5,-9.75,14.5,-1.63,0.801962439
