0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-1.5,-1.12,-0.25,-1.63,-1.88,-0.37,-0.75,-1,-0.37,-1.5,0.12,0,-0.25,-0.88,-0.25,4.63,-0.88,0.25,1,0.88,0,-0.5,-0.5,0.25,0.25,0,-0.37,-0.75,0,0,0.25,-9.25,21.37,-0.5,-10.25,0.5,1.087902665
-1.63,-1.12,-0.37,-1.5,-1.88,-0.25,-0.75,-0.88,-0.5,-1.5,-0.12,0,1.37,-0.88,-0.12,-0.12,-0.75,0.12,0.75,0.75,-0.12,-0.25,-0.5,0.12,0.25,-0.37,-0.37,-0.75,-0.12,0.12,0.25,17.12,6.13,-10.13,-10.13,10,1.064780269
-1.5,-1.12,-0.12,-1.5,-1.88,-0.25,-0.63,-1,-0.37,-1.37,0,-0.12,1.75,-1.12,0.12,0.25,-1.12,0.5,0.75,0.37,0.25,-0.25,-0.88,0.75,0,-0.75,0,-0.75,-0.12,0.5,0.12,30.12,4,-14.38,-4.75,-27.5,1.044257041
-1.63,-0.75,-0.12,-1.5,-2,-0.25,-0.75,-1.12,-0.25,-1.5,-0.12,-0.25,1.37,-1.25,0.12,-0.12,-0.75,0.5,0.5,0,0.25,-0.25,-0.75,0.5,-0.37,-0.75,0,-0.88,0.12,0.37,0,7.25,-5.38,-15.38,-0.88,-15.88,1.025477305
-1.63,-1.25,-0.25,-1.63,-1.88,-0.25,-1,-1.12,-0.25,-1.5,-0.25,0,1.5,-1.25,0.5,-0.12,-0.5,0.25,0.5,0.63,0.37,-0.37,-0.5,0.63,-0.63,-0.25,0.12,-0.75,0.5,0.25,0,-0.88,-10.88,-15.13,-22.75,-9.13,1.009583645
-1.63,-1.37,-0.25,-1.63,-1.75,0,-1.12,-1,-0.37,-1.63,-0.25,0.5,1.75,-1.37,-0.12,0,-0.5,0.37,0.25,0.63,0.25,-0.37,0.12,0.5,-0.75,-0.12,-0.12,-0.75,0.37,0.25,-0.12,-10.5,-10,-9.13,-21.5,1.88,0.996194107
-1.63,-1.12,-0.12,-1.37,-1.75,-0.37,-1,-1,-0.37,-1.63,-0.25,0.25,-0.88,-0.88,0,-6,-0.63,0.12,0.25,0.75,0.25,-0.12,-0.25,0,-0.12,-0.25,0,-0.37,0.12,0,0,0.12,-10.25,-39,-15,28,0.983802592
-1.63,-1.12,-0.25,-1.5,-1.75,-0.37,-0.88,-1.12,-0.37,-1.25,0.12,0.25,0.12,-1.12,-0.12,-3.63,-0.63,-0.12,0.63,0.63,0.12,0,-0.37,-0.25,0,-0.25,0,-0.37,0,-0.25,0.25,-9.75,0.88,-25.5,-7.63,5.75,0.969442593
-1.5,-1.12,-0.12,-1.63,-1.88,-0.25,-0.88,-1,-0.37,-1.25,0.37,0.75,0.37,-1,0,-4.63,-0.75,-0.25,0.63,0.5,0.37,-0.25,-0.88,-0.12,-0.12,-0.25,0.5,-0.5,-0.25,0,0.12,-9.13,-7.5,-9.38,26.62,2.88,0.949433596
-1.63,-1.25,-0.12,-1.5,-1.75,-0.37,-0.88,-1,-0.12,-1.5,0,0,1.12,-1.12,0.12,-5.13,-1.12,0.25,0.75,0.5,0.88,0,-0.88,0.12,-0.12,-0.37,0.5,-0.63,-0.5,0.12,0,-5,-14.75,1,15.38,5.13,0.921332729
